"location","visityear","mpbyear","BEETLEAREA150","BEETLEAREA300","BEETLEAREA500","SEVERITY150","DOMCLASS150","SEVERITY300","DOMCLASS300","SEVERITY500","DOMCLASS500","BURNAREA150","BURNAREA300","BURNAREA500","latitude","longitude","maxFY150m","meanFY150m","maxFY300m","meanFY300m","maxFY500m","meanFY500m","HARVESTAREA150","HARVESTAREA300","HARVESTAREA500","maxHY150m","meanHY150m","maxHY300m","meanHY300m","maxHY500m","meanHY500m","disturbance_year","treatment","TSD","AMRO","DEJU","RBNU","SWTH","YRWA","CHSP","WTSP","WWCR","PISI","HETH","MOCH","MODO","WETA","CEDW","NOFL","OSFL","HAFL","WAVI","WEWP","BBMA","ATTW","HAWO","RCKI","VATH","OCWA","TEWA","EVGR","LISP","BHGR","DUFL","EUST","MGWA","NHWR","NOWA","WCSP","WEFL","WIFL","YEWA","FOSP","GRCA","WIWA","BARS","GCKI","RNSA","ALFL","RBGR","VEER","YBSA","LEFL","VESP","BRSP","CCSP","SAVS","CLNU","BCCH","BHVI","CAVI","REVI","AMRE","PIWO","SOSP","TOSO","HDFL","TOWA","MOBL","PAWR","EAKI","COYE","DOWO","BBWO","MAWA","OVEN","WIWR","LAZB","BOCH","BRCR","LCSP","WBNU","PUFI","AMGO","HOSP","PIGR","CAFI","YBFL"
"MPB-S10-952",2023,2016,0,0,21.30732819,0,0,0,0,3,3,0,0,314.171233,52.87136,-118.12115,NA,NA,NA,NA,NA,NA,57597.04949,240627.9035,534010.2173,2019,2009,2019,2010,2019,2011,2019,"harvest",4,1,1,0,1,1,1,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-1",2023,2016,62143.54374,253204.8245,729963.4668,2,2,4,3,4,3,0,0,0,52.90903,-117.966253,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-10",2023,2016,70653.54093,269692.9726,710650.632,3,2,3,2,3,2,0,0,0,52.886063,-117.991068,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MPB-S5-11",2023,2016,70653.54093,282241.9986,647133.3778,4,3,4,3,4,3,0,0,0,52.921097,-117.988848,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MPB-S5-12",2023,2016,63255.757,202089.4169,509028.4033,2,3,3,3,3,3,0,0,12140.45123,52.953009,-118.05529,NA,NA,NA,NA,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-S5-14",2023,2016,66523.77772,200468.2445,389890.8281,3,3,3,3,3,3,0,1998.678296,1998.678296,52.92049,-118.065347,NA,NA,2003,1977,2003,1977,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-15",2023,2016,63405.63932,242409.7789,655861.0241,3,3,3,3,3,3,0,0,0,52.90713,-118.01716,NA,NA,NA,NA,NA,NA,0,11918.30002,83829.63168,NA,NA,2021,2021,2021,2021,2021,"harvest",2,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-S5-16",2023,2016,52179.97259,169007.2228,444296.4629,3,3,3,3,3,3,0,0,2098.237396,52.889347,-118.044129,NA,NA,NA,NA,1952,1952,14036.93962,83514.33339,228828.7288,2020,2020,2020,2014,2020,2011,2020,"harvest",3,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-17",2023,2016,70653.54093,278637.0471,642933.5945,3,2,3,2,3,2,70653.54093,212557.5969,433436.3604,53.159663,-118.057305,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-2",2023,2016,70653.54093,282614.1637,785039.3321,2,2,4,3,4,3,0,0,0,52.914677,-117.936873,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-3",2023,2016,70653.54093,282614.1637,785039.3268,4,2,4,2,2,2,0,0,0,52.913615,-117.925577,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-4",2023,2016,50697.69757,220850.9631,599293.8806,4,3,4,3,4,3,0,0,999.3355708,52.734364,-117.962727,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-400",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.562614,-117.692532,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-S5-401",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.564206,-117.696557,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-402",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.556989,-117.683609,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-5",2023,2016,70653.54093,282614.1637,785039.3436,4,2,4,2,1,2,0,0,0,52.912808,-117.994266,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-500",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.554485,-117.687167,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MPB-S5-502",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.551648,-117.684798,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-503",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5314385,-117.641873,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-504",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.528565,-117.63996,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-505",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5258,-117.64156,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-506",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5230795,-117.6435045,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-507",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5210325,-117.648259,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-508",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5185065,-117.64965,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-509",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.515412,-117.6484215,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-S5-510",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5126415,-117.65025,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-511",2024,2016,0,0,0,0,0,0,0,0,0,0,0,11.64479996,52.5092235,-117.6483415,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MPB-S5-512",2024,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.5058415,-117.647032,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",8,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-S5-6",2023,2016,70653.54093,282517.6179,748174.5934,4,3,4,3,4,3,0,0,0,52.910438,-117.938581,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-7",2023,2016,70653.54093,282614.1637,784579.4439,4,2,4,2,4,2,0,0,0,52.90805,-117.990306,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MPB-S5-8",2023,2016,70653.54093,282614.1637,752044.751,4,3,4,3,4,3,0,0,0,52.906988,-117.925733,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-9",2023,2016,70183.01879,264995.1756,734621.0547,3,2,3,2,3,2,0,0,0,52.889893,-117.997487,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-901",2023,2016,0,15649.39709,51326.18468,0,0,3,3,3,3,0,71.12469246,22952.15947,52.87371,-118.11764,NA,NA,NA,NA,2009,2006,54183.26156,165808.7363,480101.2293,2009,2008,2009,2008,2020,2009,2020,"harvest",3,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-902",2023,2016,17114.52573,44089.72514,83893.95036,3,3,3,3,3,3,0,999.3369838,6024.72396,52.87611,-118.117439,NA,NA,NA,NA,2009,2005,23242.71639,153341.1484,467620.9908,2019,2018,2019,2014,2019,2013,2019,"harvest",4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-903",2023,2016,17114.52573,44089.72514,83893.95036,3,3,3,3,3,3,0,999.3369838,6024.72396,52.87611,-118.117439,NA,NA,NA,NA,2009,2005,23242.71639,153341.1484,467620.9908,2019,2018,2019,2014,2019,2013,2019,"harvest",4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-907",2023,2016,0,0,0,0,0,0,0,0,0,0,0,1009.283719,52.773467,-118.000035,NA,NA,NA,NA,1959,1959,0,83.06556043,56403.71919,NA,NA,NA,NA,2021,2021,2021,"harvest",2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-S5-908",2023,2016,0,0,0,0,0,0,0,0,0,0,0,0,52.772869,-117.994963,NA,NA,NA,NA,NA,NA,0,0,42978.24805,NA,NA,NA,NA,2021,2021,2021,"harvest",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-909",2023,2016,70653.54093,242708.0047,556339.5622,4,3,4,3,4,3,0,0,0,52.750854,-117.960557,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-910",2023,2016,70653.54093,282614.1637,692761.2519,4,3,4,3,4,3,0,0,0,52.747953,-117.95759,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-911",2023,2016,70653.54093,282614.1637,764327.7739,4,3,4,3,4,3,0,0,0,52.745082,-117.955418,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-912",2023,2016,70526.24599,226504.068,574250.7431,4,3,4,3,4,3,0,0,0,52.677109,-117.887913,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-913",2023,2016,70653.54093,277678.8471,748186.4124,4,3,4,3,4,3,0,0,0,52.713564,-117.934872,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-914",2023,2016,70653.54093,282614.1637,785039.3392,3,3,3,3,3,3,0,0,0,52.909893,-118.002617,NA,NA,NA,NA,NA,NA,0,0,27516.44014,NA,NA,NA,NA,2021,2021,2021,"harvest",2,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-915",2023,2016,70653.54093,282614.1637,780059.1554,3,3,3,3,3,3,0,0,0,52.908244,-118.007666,NA,NA,NA,NA,NA,NA,3195.168989,65388.27726,126366.8577,2021,2021,2021,2021,2021,2021,2021,"harvest",2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-916",2023,2016,70653.54093,282614.1637,766009.2752,4,3,4,3,4,3,0,0,0,52.912723,-117.959579,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-917",2023,2016,70653.54093,282614.1637,759770.6234,4,3,4,3,4,3,0,0,0,52.911405,-117.954957,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-S5-951",2023,2016,0,0,0,0,0,0,0,0,0,0,0,1994.93725,52.85765,-118.08764,NA,NA,NA,NA,2009,2009,24385.30605,125313.798,319505.8876,2006,2006,2006,2006,2019,2006,2019,"harvest",4,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
